SID,Ticker,Exchange,Name,Price,Ask,Bid,DayLow,DayHigh,Volume,MarketOpen,MarketClose,FiftyTwoWeekLow,FiftyTwoWeekHigh,FiftyDayAverage,FiftyTwoWeekChange,TwoHundredDayAverage,AverageVolume,TenDayAverageVolume,Country,Sector,Industry,LastDividendValue,PayoutRatio,ProfitMargins,FloatShares,ShortShares,ShortSharesMonthAgo,Employees,BookValue,EarningsQuarterlyGrowth,NetIncomeToCommon,SharesOutstanding,ShortRatio,Market,LongBusinessSummary
9364,BJAN,BTS,Innovator S&P 500 Buffer ETF January,33.006,0.000,0.000,32.990,33.100,56040,33.006,32.750,21.690,33.390,32.734,NULL,31.119,77295,80316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9365,BJK,NMS,VanEck Vectors Gaming ETF,46.650,48.000,0.000,46.650,48.000,87842,46.650,45.979,20.020,48.350,46.982,NULL,41.148,32320,19550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9366,BJRI,NMS,"BJ's Restaurants, Inc.",47.450,0.000,0.000,45.585,47.830,256326,47.450,46.570,6.010,49.490,41.809,NULL,33.052,367469,320833,United States,Consumer Cyclical,Restaurants,NULL,0.362,-0.029,21356741,2209846,1607990400,22725,13.8520,NULL,-25290000.00,22318000,6.140,us_market,"BJ's Restaurants, Inc. owns and operates casual dining restaurants in the United States. Its restaurants offer pizzas, craft and other beers, appetizers, entrÃ©es, pastas, sandwiches, specialty salads, and desserts. As of October 20, 2020, the company operated 210 casual dining restaurants in 29 states. BJ's Restaurants, Inc. was founded in 1978 and is based in Huntington Beach, California."
9367,BJUL,BTS,Innovator S&P 500 Buffer ETF – July,30.128,0.000,0.000,30.110,30.290,4039,30.128,30.033,21.080,30.330,30.057,NULL,28.994,12811,12816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9368,BJUN,BTS,Innovator S&P 500 Buffer ETF - June,31.299,31.300,0.000,31.255,31.299,1105,31.299,31.048,22.220,31.430,31.117,NULL,30.102,4285,1733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9369,BK,NYQ,The Bank of New York Mellon Corporation,40.750,0.000,0.000,40.530,41.625,7510562,40.750,40.470,26.400,47.630,42.358,NULL,38.214,5533890,7395550,United States,Financial Services,Asset Management,NULL,0.324,0.234,885283104,7249128,1607990400,48500,46.5290,-0.48,3423000064.00,886764032,1.550,us_market,"The Bank of New York Mellon Corporation provides a range of financial products and services to in the United States and internationally. The company operates through two segments, Investment Management and Investment Services. The Investment Service segment offers custody, accounting, exchange-traded funds services, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, brokerage and data analytics, clearing, trading, investment, wealth and retirement solutions, technology and enterprise data management, corporate trust, depositary receipts, payments, receivables processing and payables management, trade finance and processing, and collateral management services. The Investment Management segment provides diversified investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, and private banking services. The company also engages in leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit activities. It serves asset managers, banks, broker-dealers, corporations, financial intermediaries, governments, high net worth individuals, insurance companies, non-profit organizations, pensions, and sovereign institutions. The Bank of New York Mellon Corporation was founded in 1784 and is headquartered in New York, New York."
9370,BKAG,PCX,BNY Mellon Core Bond ETF,50.190,50.200,50.190,50.170,50.230,5381,50.190,50.278,49.854,53.860,50.433,NULL,50.629,11838,10716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9371,BKCC,NMS,BlackRock Capital Investment Corporation,3.150,0.000,0.000,3.131,3.280,614971,3.150,3.160,1.470,5.090,2.787,NULL,2.700,403056,498533,United States,Financial Services,Asset Management,NULL,NULL,-1.609,NULL,308735,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9372,BKD,NYQ,Brookdale Senior Living Inc.,5.090,0.000,0.000,5.010,5.160,1211241,5.090,5.020,1.470,8.570,4.534,NULL,3.480,2127662,2353850,United States,Healthcare,Medical Care Facilities,NULL,0.000,0.011,124378958,8217216,1607990400,38400,4.5910,NULL,34731000.00,183384992,5.230,us_market,"Brookdale Senior Living Inc. owns and operates senior living communities in the United States. It operates through five segments: Independent Living, Assisted Living and Memory Care, CCRCs, Health Care Services, and Management Services. The Independent Living segment owns or leases communities comprising independent and assisted living units in a single community that are primarily designed for middle to upper income senior citizens. The Assisted Living and Memory Care segment owns or leases communities consisting of freestanding multi-story communities and freestanding single story communities, which offer housing and 24-hour assistance with activities of daily life to mid-acuity frail and elderly residents. This segment also operates memory care communities for residents with Alzheimer's and other dementias. The CCRCs segment owns or leases communities that offer various living arrangements, such as independent and assisted living, and skilled nursing; and services to accommodate various levels of physical ability and health. The Health Care Services segment provides home health, hospice, and outpatient therapy services, as well as education and wellness programs to residents of its communities, as well as to other senior living outside of the its communities. The Management Services segment operates communities under the management agreements. As of February 01, 2020, the company owned 356 communities, leased 307 communities, managed 77 communities on behalf of third parties, and three communities for which it have equity interest. Brookdale Senior Living Inc. is headquartered in Brentwood, Tennessee."
9373,BKE,NYQ,"The Buckle, Inc.",37.900,0.000,0.000,36.510,38.670,407896,37.900,37.580,11.760,42.360,32.599,NULL,24.727,541951,1055316,United States,Consumer Cyclical,Apparel Retail,NULL,0.263,0.131,28606420,6469039,1607990400,2800,9.0820,0.60,111512000.00,49407700,13.440,us_market,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, BKE Boutique, Red by BKE, Daytrip denim, Gimmicks, Gilded Intent, FITZ + EDDI, Outpost Makers, Departwest, and Veece. The company also provides services, such as hemming, gift-wrapping, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. As of February 02-2019, it operated 450 retail stores in 42 states under the Buckle and The Buckle names. The Buckle, Inc. also sells its products through its Website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991. The Buckle, Inc. was founded in 1948 and is headquartered in Kearney, Nebraska."
9374,BKEM,PCX,BNY Mellon Emerging Markets Equity ETF,78.520,0.000,0.000,78.520,78.520,226,78.520,77.552,49.610,79.658,74.861,NULL,66.946,1740,1016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9375,BKEP,NMS,"Blueknight Energy Partners, L.P.",2.010,0.000,0.000,1.990,2.028,143359,2.010,2.010,0.530,2.200,2.008,NULL,1.625,293430,245650,United States,Energy,Oil & Gas Midstream,NULL,NULL,0.064,34826804,35533,1607990400,270,8.4750,1.07,-5349000.00,41198100,0.090,us_market,"Blueknight Energy Partners, L.P. provides integrated terminalling, gathering, and transportation services for companies engaged in the production, distribution, and marketing of liquid asphalt and crude oil products in the United States. The company operates through four segments: Asphalt Terminalling Services, Crude Oil Terminalling Services, Crude Oil Pipeline Services, and Crude Oil Trucking Services. The company's Asphalt Terminalling Services segment offers asphalt terminalling services, including storage, blending, processing, and throughput services for liquid asphalt product and residual fuel oil. As of March 23, 2020, this segment had 53 terminals located in 26 states. Its Crude Oil Terminalling Services segment provides terminalling services, including storage, blending, processing, and throughput services for crude oil. This segment owns and operates 34 crude oil storage tanks with approximately 6.6 million barrels of storage capacity. The company's Crude Oil Pipeline Services segment owns and operates crude oil transportation system with a combined length of approximately 611 miles; and purchases crude oil from production leases in Oklahoma and markets those barrels at the Cushing Interchange. Its Crude Oil Trucking Services segment owns and leases tanker trucks for gathering crude oil for its customers at remote wellhead locations. This segment owns or leases approximately 63 tanker trucks. Blueknight Energy Partners G.P., L.L.C. operates as a general partner of the company. The company was formerly known as SemGroup Energy Partners, L.P. and changed its name to Blueknight Energy Partners, L.P. in December 2009. Blueknight Energy Partners, L.P. was founded in 2007 and is headquartered in Tulsa, Oklahoma."
9376,BKEPP,NMS,"Blueknight Energy Partners, L.P.",7.040,0.000,0.000,7.000,7.050,35007,7.040,7.050,2.840,7.100,6.827,NULL,6.131,47338,63616,United States,Energy,Oil & Gas Midstream,NULL,NULL,0.064,34826804,3386,1607990400,270,8.4750,1.07,-5349000.00,0,0.110,us_market,"Blueknight Energy Partners, L.P. provides integrated terminalling, gathering, and transportation services for companies engaged in the production, distribution, and marketing of liquid asphalt and crude oil products in the United States. The company operates through four segments: Asphalt Terminalling Services, Crude Oil Terminalling Services, Crude Oil Pipeline Services, and Crude Oil Trucking Services. The company's Asphalt Terminalling Services segment offers asphalt terminalling services, including storage, blending, processing, and throughput services for liquid asphalt product and residual fuel oil. As of March 23, 2020, this segment had 53 terminals located in 26 states. Its Crude Oil Terminalling Services segment provides terminalling services, including storage, blending, processing, and throughput services for crude oil. This segment owns and operates 34 crude oil storage tanks with approximately 6.6 million barrels of storage capacity. The company's Crude Oil Pipeline Services segment owns and operates crude oil transportation system with a combined length of approximately 611 miles; and purchases crude oil from production leases in Oklahoma and markets those barrels at the Cushing Interchange. Its Crude Oil Trucking Services segment owns and leases tanker trucks for gathering crude oil for its customers at remote wellhead locations. This segment owns or leases approximately 63 tanker trucks. Blueknight Energy Partners G.P., L.L.C. operates as a general partner of the company. The company was formerly known as SemGroup Energy Partners, L.P. and changed its name to Blueknight Energy Partners, L.P. in December 2009. Blueknight Energy Partners, L.P. was founded in 2007 and is headquartered in Tulsa, Oklahoma."
9377,BKF,PCX,iShares MSCI BRIC ETF,56.960,0.000,0.000,56.660,57.000,20124,56.960,56.249,31.750,57.930,53.712,NULL,49.369,72340,17583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9378,BKH,NYQ,Black Hills Corporation,60.640,0.000,0.000,60.490,61.590,249735,60.640,60.290,48.070,87.120,60.240,NULL,58.677,421296,545650,United States,Utilities,Utilities—Diversified,NULL,0.605,0.130,62295543,1699071,1607990400,2944,40.1450,2.09,219602000.00,62746700,4.500,us_market,"Black Hills Corporation, through its subsidiaries, operates as an electric and natural gas utility company in the United States. It operates through Electric Utilities, Gas Utilities, Power Generation, and Mining segments. The Electric Utilities segment generates, transmits, and distributes electricity to approximately 214,000 electric customers in Colorado, Montana, South Dakota, and Wyoming, as well as provides electrical system construction services to large industrial customers. This segment owns 939 megawatts of generation capacity and 8,900 miles of electric transmission and distribution lines. The Gas Utilities segment distributes natural gas to approximately 1,066,000 natural gas utility customers in Arkansas, Colorado, Iowa, Kansas, Nebraska, and Wyoming. It also provides appliance repair services to residential customers through company technicians and third-party service providers; and constructs and maintains gas infrastructure facilities for gas transportation customers. This segment owns and operates approximately 4,775 miles of intrastate gas transmission pipelines; 41,210 miles of gas distribution mains and service lines; 7 natural gas storage sites; and approximately 49,000 horsepower of compression and 500 miles of gathering lines. The Power Generation segment produces electric power through wind, natural gas, and coal generating plants; and sells the electric capacity and energy primarily to utilities under long-term contracts. The Mining segment produces coal at its coal mine located near Gillette, Wyoming; and sells the coal to electric generation facilities. Black Hills Corporation was founded in 1941 and is headquartered in Rapid City, South Dakota."
9379,BKHY,PCX,BNY Mellon High Yield Beta ETF,56.240,0.000,0.000,56.197,56.260,886,56.240,56.013,49.930,56.880,56.279,NULL,55.101,7954,1866,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9380,BKI,NYQ,"Black Knight, Inc.",84.510,0.000,0.000,84.040,86.550,854559,84.510,83.820,50.010,97.190,86.257,NULL,85.822,941780,850616,United States,Technology,Software—Infrastructure,NULL,0.000,0.192,150195226,1588055,1607990400,4900,16.6130,2.43,229900000.00,157028992,1.760,us_market,"Black Knight, Inc. provides integrated software, data, and analytics solutions in the United States. The Software Solutions segment offers software and hosting solutions comprises MSP, a software as a service application platform for mortgage and home equity loans; Bankruptcy / Foreclosure solutions for managing and automating a range of different workflow processes involving distressed and non-performing loans; Invoicing, a Web-based solution that helps servicers to save time and eliminate errors; Loss Mitigation, an integrated solution that supports retention and liquidation workouts; Claims, an integrated solution which manages default-related claims process; and Empower, a loan origination system used by lenders to originate mortgages, home equity loans, and lines of credit. This segment also provides LendingSpace, a lending platform that facilitates real-time communication between correspondent loan sellers and purchases; Exchange, a platform that provides an interconnected network of originators, agents, settlement services providers, and mortgage investors; and Expedite, a suite of products and services to automate and streamline internal business processes, as well as to manage compliance and enhance the application-to-close cycle; CompassPoint, which provides tools, reporting, calculations, and automation capabilities; and CompassPPE, a product pricing and eligibility engine, as well as Servicing Digital and AIVA solutions. The Data and Analytics segment include property ownership data, lien data, servicing data, automated valuation models, collateral risk scores, behavioral models, lead generation, multiple listing service, and other data solutions, as well as Actionable Intelligence and Rapid Analytics Platforms. The company was formerly known as Black Knight Financial Services, Inc. and changed its name to Black Knight, Inc. in October 2017. Black Knight, Inc. was founded in 2013 and is headquartered in Jacksonville, Florida."
9381,BKIE,PCX,BNY Mellon International Equity ETF,67.590,67.930,67.910,67.671,67.870,1078,67.590,67.257,49.990,69.620,67.936,NULL,62.567,2520,1783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9382,BKLC,PCX,BNY Mellon US Large Cap Core Equity ETF,72.400,0.000,0.000,72.625,72.844,5168,72.400,71.660,51.701,73.390,71.345,NULL,66.719,25106,28750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9383,BKLN,PCX,Invesco Senior Loan ETF,22.310,0.000,0.000,22.290,22.330,8658167,22.310,22.280,17.060,22.710,22.304,NULL,21.947,7520008,12184600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9384,BKMC,PCX,BNY Mellon US Mid Cap Core Equity ETF,79.980,0.000,0.000,79.839,79.980,1172,79.980,78.630,51.516,81.257,78.591,NULL,70.728,7095,4616,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9385,BKN,NYQ,BlackRock Investment Quality Municipal Trust Inc.,17.070,17.110,0.000,17.010,17.160,21521,17.070,17.110,10.730,17.370,17.016,NULL,16.514,31046,36600,United States,Financial Services,Asset Management,NULL,1.502,0.449,NULL,66736,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9386,BKNG,NMS,Booking Holdings Inc.,2035.000,0.000,0.000,2026.627,2110.310,440687,2035.000,1990.460,1107.290,2290.040,2118.878,NULL,1895.103,400761,648483,United States,Consumer Cyclical,Travel Services,NULL,0.000,0.157,40810751,983252,1607990400,23000,119.9630,-0.59,1395000064.00,40954900,3.300,us_market,"Booking Holdings Inc. provides travel and restaurant online reservation and related services worldwide. The company operates Booking.com, which connects travellers with a selection of places to stay, including apartments, vacation homes, family-run B&Bs, 5-star luxury resorts, tree houses, and igloos; and KAYAK that searches other sites to show travellers the information they need to find the right flights, hotels, rental cars, and vacation packages. It also operates Priceline, an online travel deal service, which provides travellers to save on hotel rooms, airline tickets, rental cars, vacation packages, and cruises; Agoda, which provides online accommodation reservation services. In addition, the company operates Rentalcars.com that offers online rental car reservation services; and OpenTable, an online provider of restaurant reservation services to consumers and restaurant reservation management services to restaurants. Further, it offers travel-related insurance products. The company was formerly known as The Priceline Group Inc. and changed its name to Booking Holdings Inc. in February 2018. Booking Holdings Inc. was founded in 1997 and is headquartered in Norwalk, Connecticut."
9387,BKR,NYQ,Baker Hughes Company,20.810,0.000,0.000,20.310,20.980,4015106,20.810,20.310,9.120,24.040,21.652,NULL,17.325,7024570,6563150,United States,Energy,Oil & Gas Equipment & Services,NULL,NULL,-0.480,711046380,45216821,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9388,BKSB,PCX,BNY Mellon Short Duration Corporate Bond ETF,51.620,51.620,51.610,51.620,51.620,500,51.620,51.620,50.090,51.925,51.728,NULL,51.708,1133,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9389,BKSC,NMS,Bank of South Carolina Corporation,16.300,0.000,0.000,16.250,16.400,1827,16.300,16.400,11.430,19.070,16.255,NULL,16.452,7254,7600,United States,Financial Services,Banks—Regional,NULL,0.565,0.327,4109824,2071,1607990400,75,9.8800,-0.15,6498956.00,5520470,0.260,us_market,"Bank of South Carolina Corporation operates as the bank holding company for The Bank of South Carolina that provides financial services to individuals, professionals, and small and middle market businesses in South Carolina. The company offers a range of deposit products, including non-interest bearing demand accounts, NOW accounts, money market accounts, time deposits, and savings accounts, as well as certificates of deposit. It also provides secured and unsecured commercial loans; commercial real estate loans; consumer loans, including construction, real estate, HELOCs, and mortgage; and home equity loans and lines of credit. It operates through Charleston, North Charleston, Summerville, Mt. Pleasant, and West Ashley banking offices in South Carolina. Bank of South Carolina Corporation was founded in 1986 and is headquartered in Charleston, South Carolina."
9390,BKSE,PCX,BNY Mellon US Small Cap Core Equity ETF,89.540,0.000,89.420,89.504,89.540,331,89.540,88.411,51.520,91.100,86.675,NULL,73.869,6241,2600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9391,BKT,NYQ,"BlackRock Income Trust, Inc.",6.110,0.000,0.000,6.090,6.130,123877,6.110,6.120,5.360,6.250,6.086,NULL,6.122,283814,194283,United States,Financial Services,Asset Management,NULL,1.332,0.848,NULL,283200,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9392,BKTI,ASE,BK Technologies Corporation,3.490,0.000,0.000,3.290,3.490,24649,3.490,3.460,1.170,3.710,3.191,NULL,3.118,28214,10283,United States,Technology,Communication Equipment,NULL,NULL,-0.052,6182913,2296,1607990400,109,1.7300,1.85,-2126000.00,12512000,0.040,us_market,"BK Technologies Corporation, through its subsidiary, BK Technologies, Inc., designs, manufactures, and markets wireless communications products in the United States and internationally. The company offers two-way land mobile radios (LMR), repeaters, base stations, and related components and subsystems under BK Technologies, BK Radio, and RELM brand names. Its BK Technologies and BK Radio branded products include LMR equipment for professional radio users primarily in government, public safety, and military applications, as well as P-25 digital products; and RELM branded products provide two-way communications for commercial and industrial concerns, such as hotels, construction firms, schools, and transportation services. The company was incorporated in 1997 and is headquartered in West Melbourne, Florida."
9393,BKU,NYQ,"BankUnited, Inc.",36.110,0.000,0.000,35.720,36.625,384488,36.110,35.720,13.470,40.310,36.007,NULL,27.252,591438,513100,United States,Financial Services,Banks—Regional,NULL,0.437,0.280,92282010,2361951,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9394,BKYI,NCM,"BIO-key International, Inc.",3.930,0.000,0.000,3.830,4.030,392034,3.930,3.880,2.750,20.640,3.761,NULL,4.145,755448,341966,United States,Industrials,Security & Protection Services,NULL,0.000,0.000,6802267,198268,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9395,BL,NMS,"BlackLine, Inc.",137.100,0.000,0.000,136.320,141.630,401062,137.100,133.720,38.320,141.820,131.209,NULL,103.390,481696,398733,United States,Technology,Software—Infrastructure,NULL,0.000,-0.116,50571599,4930390,1607990400,1207,7.2820,NULL,-39112000.00,57255000,9.140,us_market,"BlackLine, Inc. provides financial accounting close solutions delivered primarily as Software as a Service in the United States and internationally. Its reconciliation management solutions include Account Reconciliations that provides a centralized workspace from which users can collaborate to complete account reconciliations; Transaction Matching that analyzes and reconciles high volumes of individual transactions; Consolidation Integrity Manager, which manages the automated system-to-system tie-out process that occurs during the consolidation phase of the financial close; and Daily Reconciliations, which narrows the scope of a reconciliation to a single day's transactions or balance detail. The company's financial close management solutions comprise Task Management that enables users to create and manage processes and task lists; Journal Entry, which allows users to generate, review, and post manual journal entries; and Variance Analysis that monitors and automatically identifies anomalous fluctuations in balance sheet and income statement account balances. Its Intercompany Hub solutions consists of Intercompany Workflow, which replaces informal, ad-hoc intercompany requests, and approvals; Intercompany Processing that records an organization's intercompany transactions and posts them from a single source; and Netting and Settlement, which automatically generate a real-time, aggregated settlement matrix that shows the balance of transactions. The company also provides Compliance, is an integrated solution that facilitates compliance-related initiatives, consolidates project management, and provides visibility over control self-assessments and testing; and implementation, support, and training services. It sells its solutions primarily through direct sales force to multinational corporations, large domestic enterprises and mid-market companies across various industries. The company was founded in 2001 and is headquartered in Woodland Hills, California."
9396,BLBD,NGM,Blue Bird Corporation,20.830,0.000,0.000,20.400,20.870,92692,20.830,20.810,8.400,26.880,19.648,NULL,14.623,145019,225850,United States,Consumer Cyclical,Auto Manufacturers,NULL,0.000,0.014,13071007,309672,1607990400,1736,-1.9680,0.03,12185000.00,27091800,2.010,us_market,"Blue Bird Corporation designs, engineers, manufactures, and sells school buses and related parts in the United States, Canada, and internationally. It operates through two segments, Bus and Parts. The company offers Type C, Type D, and specialty buses; and alternative fuel applications through its propane-powered, gasoline-powered, compressed natural gas-powered, and electric powered school buses. Blue Bird Corporation sells its products through a network of dealers, as well as directly to fleet operators, the United States government, and state governments; and a parts distribution center. The company was founded in 1927 and is headquartered in Macon, Georgia."
9397,BLCM,NCM,"Bellicum Pharmaceuticals, Inc.",4.380,0.000,0.000,4.000,4.380,639047,4.380,4.230,2.620,16.600,3.709,NULL,5.107,716148,2331550,United States,Healthcare,Biotechnology,NULL,0.000,0.000,4542417,161882,1607990400,107,-9.4930,NULL,-55486000.00,6099780,0.270,us_market,"Bellicum Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing novel cellular immunotherapies for the treatment of hematological cancers and solid tumors in the United States and internationally. The company's clinical product candidates include BPX-601, an autologous GoCAR-T product candidate, which is in Phase 1/2 clinical trials for the treatment of solid tumors expressing the prostate stem cell antigen; and BPX-603, a dual-switch GoCAR-T product candidate that is in Phase 1/2 clinical trials to treat solid tumors that express the human epidermal growth factor receptor 2 antigens. It has collaboration and license agreements with Adaptimmune Therapeutics plc, Agensys, Inc., BioVec Pharma, Inc., ARIAD Pharmaceuticals, Inc., and Baylor College of Medicine. Bellicum Pharmaceuticals, Inc. was founded in 2004 and is headquartered in Houston, Texas."
9398,BLCN,NGM,Siren Nasdaq NexGen Economy ETF,41.910,0.000,0.000,41.900,42.445,51821,41.910,41.450,17.690,42.850,40.995,NULL,36.666,92500,77133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9399,BLCT,NGM,BlueCity Holdings Limited,10.140,0.000,0.000,9.840,10.250,176717,10.140,9.980,8.040,35.890,10.297,NULL,11.491,300406,252600,China,Communication Services,Internet Content & Information,NULL,0.000,-0.160,4799453,108304,1607990400,491,NULL,NULL,NULL,35651300,0.340,us_market,"BlueCity Holdings Limited operates a platform for LGBTQ community primarily under BlueCity brand in China, India, Korea, Thailand, and Vietnam. It operates a mobile app Blued, together with other products and services. Its LGBTQ platforms provide products and services, including social and entertainment, online health consulting and online pharmacy, and assisted reproductive technology service. The company was founded in 2011 and is based in Beijing, China."
9400,BLD,NYQ,TopBuild Corp.,210.600,0.000,0.000,203.010,211.950,192763,210.600,207.220,54.830,222.705,195.532,NULL,169.476,317045,302533,United States,Industrials,Engineering & Construction,NULL,0.000,0.084,32431412,1017142,1607990400,10400,39.1610,0.27,222250000.00,33024400,3.370,us_market,"TopBuild Corp. installs and distributes insulation and other building products to the United States construction industry. The company operates in two segments, Installation and Distribution. It offers insulation products, rain gutters, glass and windows, afterpaint products, fireproofing and firestopping products, garage doors, fireplaces, shower enclosures, closet shelving, accessories, and other products; and insulation installation services. The company also provides various services and tools that are designed to assist builders in applying the principles of building science to new home construction, which include pre-construction plan reviews, various inspection services, and diagnostic testing; and home energy rating services. It serves single-family homebuilders, local/single-family custom builders, multi-family builders, commercial general contractors, remodelers, and individual homeowners, as well as insulation contractors, gutter contractors, weatherization contractors, other contractors, dealers, metal building erectors, and modular home builders. TopBuild Corp. has approximately 200 installation branches and 75 distribution centers in the United States. The company was formerly known as Masco SpinCo Corp. and changed its name to TopBuild Corp. in March 2015. TopBuild Corp. was incorporated in 2015 and is headquartered in Daytona Beach, Florida."
9401,BLDG,BTS,Cambria Global Real Estate ETF,29.700,0.000,0.000,29.609,29.700,552,29.700,29.586,24.680,30.010,29.129,NULL,27.780,3735,1050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9402,BLDP,NGM,Ballard Power Systems Inc.,35.880,0.000,0.000,34.990,36.560,4237916,35.880,35.530,6.950,38.680,28.128,NULL,19.300,6304472,6555600,Canada,Industrials,Specialty Industrial Machinery,NULL,0.000,-0.399,206756317,13664312,1607990400,703,1.9140,NULL,-48615000.00,281903008,1.830,us_market,"Ballard Power Systems Inc. engages in the design, development, manufacture, sale, and service of proton exchange membrane fuel cell products. The company offers heavy duty modules, fuel cell stacks, backup power systems, and portable power/ unmanned aerial vehicles (UAV), and material handling products. It also provides technology solutions comprising engineering services and technology transfer services, as well as licenses and sells intellectual property portfolio and fundamental knowledge for various fuel cell applications. The company serves transit bus, automotive, rail, truck, material handling, UAV, marine, and critical infrastructure markets. The company markets its products in China, Germany, the United States, Belgium, the United Kingdom, Japan, Denmark, Canada, Norway, Switzerland, France, Taiwan, the Netherlands, Finland, Spain, and internationally. Ballard Power Systems Inc. was founded in 1979 and is headquartered in Burnaby, Canada."
9403,BLDR,NMS,"Builders FirstSource, Inc.",40.140,0.000,0.000,39.030,40.220,1122919,40.140,39.420,9.000,43.480,40.115,NULL,33.471,2370227,1961683,United States,Industrials,Building Products & Equipment,NULL,0.000,0.028,107024276,10112061,1607990400,15800,8.6290,0.10,214990000.00,205131008,3.270,us_market,"Builders FirstSource, Inc. manufactures and supplies building materials, manufactured components, and construction services to professional homebuilders, sub-contractors, remodelers, and consumers in the United States. The company operates through four segments: Northeast, Southeast, South, and West. It offers lumber and lumber sheet goods comprising dimensional lumber, plywood, and oriented strand board products that are used in on-site house framing; manufactured products, such as wood floor and roof trusses, steel roof trusses, wall panels, stairs, and engineered wood products; and windows, and interior and exterior door units, as well as interior trims and custom products under the Synboard brand name. The company also offers gypsum, roofing, and insulation products, including wallboards, ceilings, joint treatments, and finishes; and siding, metal, and concrete products, such as vinyl, composite, and wood siding products, as well as exterior trims, other exteriors, metal studs, and cement products. In addition, it provides other building products and services, such as cabinets and hardware, as well as turn-key framing, shell construction, design assistance, and professional installation services. The company was formerly known as BSL Holdings, Inc. and changed its name to Builders FirstSource, Inc. in October 1999. Builders FirstSource, Inc. was founded in 1998 and is headquartered in Dallas, Texas."
9404,BLE,NYQ,BlackRock Municipal Income Trust II,15.320,0.000,0.000,15.320,15.489,30926,15.320,15.370,9.670,15.990,15.362,NULL,15.186,31691,43966,United States,Financial Services,Asset Management,NULL,2.133,0.329,NULL,62575,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
